source https://www.rba.gov.au/statistics/historical-data.html
Source,WM/Reuters,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,IMF
Publication date,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,28-Nov-2014,29-Dec-2017,30-Nov-2015,29-Dec-2017
Series ID,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSF,FXRPHP,FXRSDR
02-Jan-2014,0.8912,68.60,5.3925,93.83,0.6483,936.21,0.5372,1.1277,55.10,29.36,1.0842,26.60,2.9245,10849,18813,3.2729,2.1579,6.9107,0.9478,9.3487,0.7961,39.51,0.5787
03-Jan-2014,0.8982,69.20,5.4368,93.60,0.6574,946.39,0.5462,1.1381,56.01,29.64,1.0899,26.90,2.9582,10974,18948,3.2986,2.1748,6.9648,0.9560,9.5726,0.8076,40.10,0.5843
06-Jan-2014,0.8949,69.10,5.4166,93.41,0.6588,952.44,0.5471,1.1358,55.82,29.64,1.0837,26.85,2.9451,10952,18882,3.2865,2.1668,6.9395,0.9507,9.5557,0.8109,40.05,0.5828
07-Jan-2014,0.8920,68.90,5.3978,93.18,0.6547,952.97,0.5443,1.1325,55.65,29.53,1.0800,26.82,2.9302,10936,18817,3.2759,2.1598,6.9169,0.9526,9.4962,0.8078,39.90,0.5819
08-Jan-2014,0.8931,68.90,5.4045,93.74,0.6551,950.75,0.5440,1.1345,55.58,29.52,1.0768,26.86,2.9298,10930,18840,3.2799,2.1625,6.9254,0.9640,9.5026,0.8111,39.98,0.5819
09-Jan-2014,0.8882,68.60,5.3782,93.15,0.6541,945.73,0.5400,1.1301,55.21,29.31,1.0758,26.73,2.9111,10885,18737,3.2619,2.1506,6.8876,0.9630,9.5641,0.8100,39.76,0.5796
10-Jan-2014,0.8905,68.70,5.3897,93.44,0.6542,945.13,0.5403,1.1306,55.11,29.40,1.0800,26.74,2.9079,10862,18781,3.2704,2.1562,6.9055,0.9662,9.6094,0.8074,39.76,0.5808
13-Jan-2014,0.9036,69.40,5.4630,93.43,0.6606,954.34,0.5476,1.1423,55.60,29.84,1.0846,27.08,2.9417,10882,19057,3.3185,2.1879,7.0069,0.9844,9.6179,0.8141,40.27,0.5896
14-Jan-2014,0.9035,69.40,5.4587,93.31,0.6612,956.35,0.5514,1.1448,55.58,29.71,1.0783,27.13,2.9468,10887,19055,3.3181,2.1877,7.0061,0.9832,9.7614,0.8133,40.40,0.5875
15-Jan-2014,0.8913,68.70,5.3892,93.08,0.6537,947.23,0.5428,1.1328,54.87,29.30,1.0686,26.83,2.9284,10765,18800,3.2733,2.1581,6.9116,0.9782,9.6991,0.8079,40.10,0.5796
16-Jan-2014,0.8814,68.00,5.3350,92.31,0.6470,937.50,0.5384,1.1226,54.31,28.99,1.0584,26.52,2.9051,10681,18591,3.2369,2.1341,6.8350,0.9635,9.6046,0.8007,39.72,0.5744
17-Jan-2014,0.8821,68.00,5.3390,92.09,0.6479,935.69,0.5401,1.1218,54.12,28.88,1.0619,26.54,2.9083,10694,18621,3.2395,2.1358,6.8407,0.9647,9.6008,0.7987,39.77,0.5756
20-Jan-2014,0.8780,67.80,5.3141,91.37,0.6491,933.75,0.5349,1.1209,54.08,28.87,1.0648,26.44,2.9088,10641,18517,3.2245,2.1259,6.8096,0.9619,9.5403,0.8006,39.62,0.5725
21-Jan-2014,0.8819,68.10,5.3373,92.29,0.6512,939.31,0.5369,1.1256,54.24,28.95,1.0593,26.56,2.9242,10693,18604,3.2388,2.1354,6.8405,0.9658,9.5748,0.8045,39.84,0.5751
22-Jan-2014,0.8866,68.50,5.3642,92.39,0.6537,946.89,0.5380,1.1332,54.95,29.16,1.0654,26.76,2.9506,10766,18698,3.2560,2.1467,6.8771,0.9726,9.6090,0.8070,40.14,0.5796
23-Jan-2014,0.8798,68.00,5.3250,91.76,0.6495,943.19,0.5312,1.1276,54.53,29.01,1.0624,26.57,2.9315,10705,18553,3.2311,2.1303,6.8257,0.9804,9.5907,0.8024,39.85,0.5740
24-Jan-2014,0.8716,67.20,5.2709,89.98,0.6369,940.67,0.5239,1.1154,54.24,28.65,1.0548,26.34,2.9055,10616,18378,3.2010,2.1104,6.7661,0.9690,9.5946,0.7826,39.51,0.5672
28-Jan-2014,0.8787,67.80,5.3166,90.23,0.6424,947.63,0.5292,1.1197,55.37,28.90,1.0630,26.69,2.9349,10775,18505,3.2270,2.1276,6.8233,0.9753,9.7140,0.7875,39.80,0.5706
29-Jan-2014,0.8806,67.90,5.3325,90.92,0.6450,941.98,0.5313,1.1210,54.73,28.96,1.0638,26.66,2.9249,10692,18545,3.2340,2.1322,6.8363,0.9816,9.6305,0.7931,39.75,0.5725
30-Jan-2014,0.8726,67.40,5.2864,89.42,0.6393,941.37,0.5269,1.1137,54.80,28.78,1.0675,26.49,2.9186,10659,18377,3.2046,2.1128,6.7763,0.9766,9.8429,0.7823,39.57,0.5668
31-Jan-2014,0.8763,67.70,5.3113,89.75,0.6467,947.15,0.5319,1.1182,54.70,28.94,1.0773,26.60,2.9325,10700,18455,3.2182,2.1218,6.8058,0.9793,9.8146,0.7909,39.73,0.5704
03-Feb-2014,0.8755,67.70,5.3064,89.61,0.6493,947.68,0.5330,1.1184,54.83,28.80,1.0789,26.55,2.9299,10697,18438,3.2153,2.1199,6.7982,0.9731,9.7592,0.7943,39.73,0.5707
04-Feb-2014,0.8880,68.60,5.3822,89.93,0.6574,963.04,0.5453,1.1285,55.66,29.19,1.0939,26.93,2.9643,10844,18701,3.2612,2.1501,6.8951,0.9843,9.9660,0.8018,40.34,0.5799
05-Feb-2014,0.8892,68.60,5.3894,90.20,0.6580,959.85,0.5444,1.1287,55.51,29.14,1.0827,26.96,2.9544,10826,18727,3.2656,2.1530,6.9027,0.9862,9.8915,0.8038,40.33,0.5804
06-Feb-2014,0.8964,69.10,5.4331,91.07,0.6629,964.53,0.5496,1.1377,56.00,29.41,1.0881,27.13,2.9747,10912,18919,3.2920,2.1705,6.9558,0.9920,9.9545,0.8109,40.54,0.5851
07-Feb-2014,0.8940,68.90,5.4207,91.23,0.6578,961.68,0.5476,1.1337,55.75,29.35,1.0853,27.08,2.9699,10876,18868,3.2832,2.1646,6.9372,0.9892,9.8639,0.8051,40.30,0.5835
10-Feb-2014,0.8933,68.80,5.4139,91.51,0.6557,957.66,0.5444,1.1336,55.59,29.29,1.0798,27.06,2.9774,10865,18858,3.2806,2.1630,6.9292,0.9853,9.8924,0.8032,40.15,0.5824
11-Feb-2014,0.9009,69.40,5.4594,92.06,0.6591,965.40,0.5485,1.1432,56.23,29.55,1.0849,27.32,3.0099,10958,19018,3.3086,2.1814,6.9884,0.9976,10.0126,0.8065,40.54,0.5861
12-Feb-2014,0.9050,69.70,5.4855,92.82,0.6640,963.64,0.5502,1.1456,56.25,29.58,1.0850,27.42,3.0114,10955,19105,3.3236,2.1913,7.0193,0.9952,9.9152,0.8129,40.67,0.5882
13-Feb-2014,0.8934,68.70,5.4184,91.24,0.6563,952.01,0.5375,1.1323,55.65,29.12,1.0759,27.09,2.9701,10770,18851,3.2810,2.1632,6.9304,0.9835,9.8765,0.8025,40.14,0.5816
14-Feb-2014,0.8996,69.10,5.4540,91.62,0.6575,955.96,0.5402,1.1377,56.03,29.25,1.0785,27.26,2.9844,10735,18982,3.3038,2.1782,6.9777,0.9852,9.9001,0.8030,40.34,0.5837
17-Feb-2014,0.9049,69.30,5.4860,91.93,0.6600,960.51,0.5390,1.1399,56.17,29.27,1.0809,27.36,2.9826,10580,19096,3.3232,2.1910,7.0182,0.9929,9.8317,0.8063,40.30,0.5860
18-Feb-2014,0.9057,69.50,5.4929,92.86,0.6605,963.98,0.5413,1.1427,56.25,29.36,1.0843,27.43,2.9852,10719,19110,3.3262,2.1930,7.0242,0.9924,9.8241,0.8080,40.37,0.5865
19-Feb-2014,0.9017,69.20,5.4772,92.20,0.6551,960.99,0.5401,1.1380,56.10,29.35,1.0852,27.31,2.9738,10631,19025,3.3115,2.1833,6.9931,0.9860,9.8073,0.8003,40.26,0.5840
20-Feb-2014,0.8954,68.80,5.4472,91.29,0.6509,959.73,0.5369,1.1326,55.81,29.19,1.0842,27.13,2.9584,10552,18893,3.2884,2.1680,6.9447,0.9919,9.9157,0.7942,40.07,0.5795
21-Feb-2014,0.8992,69.20,5.4752,92.18,0.6555,966.14,0.5401,1.1386,55.89,29.26,1.0827,27.25,2.9690,10606,18971,3.3023,2.1772,6.9736,1.0005,9.9132,0.7995,40.15,0.5828
24-Feb-2014,0.8968,69.00,5.4655,91.70,0.6528,964.78,0.5388,1.1361,55.73,29.21,1.0827,27.22,2.9551,10479,18927,3.2935,2.1714,6.9555,0.9968,9.8280,0.7957,40.02,0.5812
25-Feb-2014,0.9034,69.50,5.5208,92.65,0.6577,966.59,0.5421,1.1408,56.02,29.39,1.0837,27.41,2.9591,10498,19062,3.3177,2.1874,7.0099,0.9989,9.7775,0.8031,40.26,0.5851
26-Feb-2014,0.9011,69.30,5.5226,92.20,0.6558,960.57,0.5404,1.1392,55.85,29.33,1.0807,27.31,2.9525,10484,19018,3.3093,2.1818,6.9918,0.9990,9.6666,0.7997,40.19,0.5833
27-Feb-2014,0.8940,68.80,5.4742,91.49,0.6532,953.09,0.5364,1.1320,55.41,29.13,1.0736,27.08,2.9292,10420,18863,3.2832,2.1646,6.9369,0.9948,9.6884,0.7957,39.93,0.5788
28-Feb-2014,0.8947,68.90,5.5145,90.91,0.6530,955.41,0.5364,1.1339,55.58,29.21,1.0659,27.14,2.9369,10417,18876,3.2858,2.1663,6.9442,0.9956,9.5858,0.7948,39.97,0.5805
03-Mar-2014,0.8912,68.50,5.4796,90.39,0.6468,954.30,0.5322,1.1296,55.19,29.04,1.0663,27.00,2.9236,10316,18813,3.2729,2.1579,6.9159,0.9855,9.6381,0.7840,39.85,0.5759
04-Mar-2014,0.8930,68.70,5.4913,90.79,0.6503,958.01,0.5363,1.1345,55.44,29.07,1.0668,27.05,2.9313,10384,18843,3.2795,2.1622,6.9300,0.9906,9.7141,0.7893,40.06,0.5771
05-Mar-2014,0.8960,68.90,5.4997,91.61,0.6525,960.69,0.5376,1.1386,55.43,29.02,1.0678,27.14,2.9335,10371,18915,3.2906,2.1695,6.9535,0.9941,9.6540,0.7954,40.13,0.5795
06-Mar-2014,0.9012,69.20,5.5111,92.57,0.6567,960.27,0.5394,1.1426,55.38,29.13,1.0701,27.29,2.9438,10393,19018,3.3097,2.1821,6.9939,0.9954,9.6446,0.8010,40.28,0.5836
07-Mar-2014,0.9088,69.70,5.5569,93.60,0.6558,965.78,0.5430,1.1490,55.48,29.34,1.0711,27.49,2.9639,10369,19169,3.3376,2.2005,7.0527,0.9993,9.6551,0.7992,40.44,0.5883
10-Mar-2014,0.9037,69.40,5.5495,93.13,0.6508,963.98,0.5400,1.1463,55.37,29.30,1.0685,27.36,2.9673,10275,19068,3.3188,2.1881,7.0134,1.0049,9.7344,0.7926,40.20,0.5823
11-Mar-2014,0.9029,69.30,5.5387,93.22,0.6512,960.91,0.5426,1.1433,54.80,29.19,1.0649,27.35,2.9593,10261,19051,3.3159,2.1862,7.0071,1.0038,9.7048,0.7933,40.16,0.5831
12-Mar-2014,0.8964,68.90,5.5070,92.33,0.6470,958.83,0.5391,1.1369,54.74,29.05,1.0576,27.18,2.9469,10262,18914,3.2920,2.1705,6.9579,0.9962,9.7439,0.7869,40.00,0.5793
13-Mar-2014,0.9072,69.60,5.5698,93.25,0.6507,967.53,0.5444,1.1484,55.30,29.34,1.0596,27.51,2.9738,10317,19142,3.3317,2.1966,7.0439,1.0062,9.7660,0.7918,40.41,0.5859
14-Mar-2014,0.9010,69.10,5.5364,91.62,0.6500,966.19,0.5422,1.1418,55.38,29.13,1.0564,27.34,2.9583,10285,19009,3.3089,2.1816,6.9962,0.9997,9.7466,0.7886,40.24,0.5799
17-Mar-2014,0.9054,69.40,5.5802,91.87,0.6513,967.74,0.5444,1.1452,55.40,29.19,1.0598,27.45,2.9656,10202,19099,3.3251,2.1923,7.0313,1.0045,9.6751,0.7909,40.46,0.5838
18-Mar-2014,0.9083,69.70,5.6206,92.50,0.6520,969.67,0.5459,1.1487,55.36,29.21,1.0606,27.55,2.9692,10247,19170,3.3357,2.1993,7.0537,1.0042,9.7810,0.7928,40.55,0.5858
19-Mar-2014,0.9119,70.00,5.6534,92.60,0.6551,977.33,0.5497,1.1536,55.77,29.31,1.0590,27.73,2.9924,10341,19237,3.3490,2.2080,7.0816,1.0144,9.7892,0.7970,40.94,0.5873
20-Mar-2014,0.9020,69.60,5.6131,92.28,0.6521,970.46,0.5453,1.1484,55.21,29.18,1.0579,27.54,2.9712,10305,19028,3.3126,2.1840,7.0031,1.0143,9.8065,0.7949,40.64,0.5808
21-Mar-2014,0.9061,70.00,5.6401,92.75,0.6575,980.99,0.5489,1.1576,55.30,29.38,1.0620,27.76,2.9987,10370,19114,3.3277,2.1939,7.0352,1.0191,9.8765,0.8003,40.98,0.5868
24-Mar-2014,0.9081,70.10,5.6471,93.06,0.6580,979.43,0.5508,1.1552,55.13,29.48,1.0637,27.77,3.0008,10336,19156,3.3350,2.1988,7.0464,1.0203,9.8992,0.8020,41.03,0.5877
25-Mar-2014,0.9136,70.30,5.6488,93.47,0.6606,986.05,0.5540,1.1590,55.30,29.73,1.0684,27.89,3.0163,10397,19277,3.3552,2.2121,7.0870,1.0232,9.8970,0.8049,41.18,0.5919
26-Mar-2014,0.9195,70.80,5.7087,94.06,0.6658,987.86,0.5563,1.1656,55.38,29.98,1.0702,28.09,3.0348,10482,19397,3.3769,2.2264,7.1334,1.0255,9.8828,0.8129,41.41,0.5950
27-Mar-2014,0.9239,71.10,5.7413,94.38,0.6701,990.14,0.5572,1.1686,55.64,30.09,1.0706,28.21,3.0419,10568,19490,3.3930,2.2370,7.1684,1.0249,9.8696,0.8179,41.54,0.5979
28-Mar-2014,0.9270,71.30,5.7607,94.72,0.6741,990.08,0.5578,1.1695,55.67,30.14,1.0682,28.28,3.0364,10575,19555,3.4044,2.2446,7.1914,1.0205,9.8225,0.8222,41.70,0.6000
31-Mar-2014,0.9221,71.00,5.7377,94.83,0.6707,983.28,0.5544,1.1634,55.22,29.93,1.0661,28.10,3.0165,10475,19461,3.3864,2.2327,7.1537,1.0201,9.7818,0.8181,41.36,0.5973
01-Apr-2014,0.9263,71.20,5.7431,95.68,0.6725,981.55,0.5559,1.1659,55.48,30.00,1.0683,28.17,3.0197,10444,19550,3.4018,2.2429,7.1856,1.0239,9.7714,0.8194,41.51,0.5993
02-Apr-2014,0.9239,71.10,5.7330,95.92,0.6692,976.48,0.5556,1.1639,55.15,29.93,1.0747,27.98,3.0180,10447,19494,3.3930,2.2370,7.1670,1.0200,9.7763,0.8156,41.36,0.5979
03-Apr-2014,0.9219,71.00,5.7228,95.87,0.6701,974.72,0.5542,1.1638,55.38,29.94,1.0794,27.93,3.0243,10413,19447,3.3857,2.2322,7.1515,1.0164,9.7910,0.8179,41.49,0.5968
04-Apr-2014,0.9234,71.20,5.7401,95.95,0.6735,974.83,0.5567,1.1669,55.76,30.05,1.0794,27.97,3.0320,10443,19479,3.3912,2.2358,7.1633,1.0184,9.8250,0.8238,41.55,0.5985
07-Apr-2014,0.9279,71.40,5.7644,95.61,0.6771,979.31,0.5599,1.1698,55.69,30.15,1.0788,28.07,3.0340,10490,19577,3.4077,2.2467,7.1976,1.0186,9.7837,0.8274,41.65,0.6025
08-Apr-2014,0.9292,71.40,5.7673,95.64,0.6760,977.84,0.5592,1.1693,55.87,30.11,1.0755,28.10,3.0283,10498,19601,3.4125,2.2499,7.2061,1.0189,9.7710,0.8247,41.70,0.6027
09-Apr-2014,0.9367,71.70,5.8014,95.58,0.6792,975.53,0.5594,1.1714,56.23,30.21,1.0767,28.18,3.0279,10574,19760,3.4400,2.2680,7.2633,1.0230,9.7838,0.8278,41.78,0.6060
10-Apr-2014,0.9414,72.00,5.8448,95.82,0.6798,979.24,0.5607,1.1755,56.66,30.33,1.0800,28.29,3.0431,10690,19859,3.4573,2.2794,7.3002,1.0256,9.8009,0.8280,41.90,0.6080
11-Apr-2014,0.9375,71.70,5.8239,95.27,0.6749,970.36,0.5588,1.1710,56.52,30.30,1.0829,28.18,3.0380,10748,19777,3.4430,2.2700,7.2696,1.0250,9.8316,0.8219,41.60,0.6040
14-Apr-2014,0.9392,71.90,5.8335,95.39,0.6780,975.72,0.5612,1.1754,56.52,30.33,1.0837,28.35,3.0501,10735,19815,3.4492,2.2741,7.2823,1.0316,9.8898,0.8239,41.67,0.6049
15-Apr-2014,0.9392,72.00,5.8409,95.70,0.6798,977.52,0.5619,1.1764,56.60,30.33,1.0850,28.36,3.0519,10737,19814,3.4492,2.2741,7.2828,1.0311,9.8841,0.8269,41.85,0.6061
16-Apr-2014,0.9378,71.90,5.8340,95.89,0.6781,973.11,0.5606,1.1737,56.47,30.26,1.0914,28.27,3.0385,10726,19786,3.4441,2.2707,7.2723,1.0293,9.8816,0.8252,41.72,0.6058
17-Apr-2014,0.9365,71.70,5.8232,95.52,0.6766,972.70,0.5564,1.1710,56.53,30.16,1.0848,28.24,3.0357,10702,19759,3.4393,2.2676,7.2617,1.0307,9.8745,0.8240,41.62,0.6041
22-Apr-2014,0.9356,71.90,5.8358,95.93,0.6781,970.83,0.5569,1.1735,56.74,30.23,1.0894,28.32,3.0515,10772,19741,3.4360,2.2654,7.2546,1.0308,9.8098,0.8280,41.64,0.6046
23-Apr-2014,0.9284,71.40,5.7948,95.22,0.6719,965.12,0.5518,1.1673,56.68,30.07,1.0802,28.13,3.0359,10816,19601,3.4095,2.2479,7.1974,1.0242,9.8058,0.8209,41.43,0.5993
24-Apr-2014,0.9294,71.40,5.8012,95.13,0.6724,965.79,0.5536,1.1676,56.77,30.04,1.0782,28.14,3.0350,10786,19615,3.4132,2.2504,7.2063,1.0248,9.8414,0.8206,41.54,0.5995
28-Apr-2014,0.9290,71.40,5.8039,94.97,0.6721,961.65,0.5534,1.1670,56.21,29.94,1.0833,28.11,3.0383,10761,19597,3.4118,2.2494,7.2027,1.0250,9.9059,0.8196,41.41,0.5992
29-Apr-2014,0.9242,71.00,5.7800,94.72,0.6665,952.43,0.5497,1.1610,55.95,29.82,1.0833,27.90,3.0113,10701,19505,3.3941,2.2378,7.1653,1.0187,9.8141,0.8126,41.08,0.5956
30-Apr-2014,0.9287,71.40,5.8195,95.08,0.6729,959.67,0.5525,1.1668,56.04,30.02,1.0847,28.06,3.0341,10736,19580,3.4107,2.2487,7.2003,1.0180,9.8151,0.8212,41.36,0.5989
01-May-2014,0.9295,71.40,5.8181,95.01,0.6702,960.45,0.5507,1.1656,56.08,30.09,1.0784,28.08,3.0353,10747,19597,3.4136,2.2506,7.2063,1.0198,9.7845,0.8181,41.43,0.5998
02-May-2014,0.9277,71.20,5.8068,95.02,0.6693,955.81,0.5495,1.1626,55.84,30.05,1.0743,28.00,3.0294,10701,19559,3.4070,2.2462,7.1922,1.0165,9.7420,0.8164,41.34,0.5974
05-May-2014,0.9269,71.00,5.7876,94.50,0.6681,954.05,0.5494,1.1594,55.68,29.98,1.0717,27.93,3.0194,10692,19548,3.4040,2.2443,7.1861,1.0165,9.6968,0.8136,41.17,0.5974
06-May-2014,0.9286,71.10,5.7845,94.75,0.6690,952.28,0.5498,1.1611,55.92,30.06,1.0671,27.96,3.0257,10697,19587,3.4103,2.2484,7.1991,1.0170,9.7711,0.8149,41.19,0.5979
07-May-2014,0.9344,71.40,5.8202,94.81,0.6713,955.56,0.5504,1.1661,56.12,30.26,1.0758,28.14,3.0317,10795,19711,3.4316,2.2625,7.2434,1.0170,9.8098,0.8169,41.40,0.6003
08-May-2014,0.9373,71.70,5.8370,95.41,0.6735,958.53,0.5526,1.1713,56.25,30.42,1.0823,28.21,3.0434,10890,19782,3.4422,2.2695,7.2659,1.0203,9.8032,0.8210,41.45,0.6021
09-May-2014,0.9362,71.60,5.8346,95.22,0.6763,959.09,0.5529,1.1683,56.23,30.49,1.0824,28.17,3.0211,10797,19763,3.4382,2.2668,7.2570,1.0132,9.6784,0.8240,40.95,0.6013
12-May-2014,0.9363,71.70,5.8347,95.47,0.6803,959.10,0.5555,1.1704,55.89,30.55,1.0854,28.23,3.0289,10786,19756,3.4386,2.2671,7.2577,1.0204,9.6941,0.8301,40.97,0.6040
13-May-2014,0.9344,71.70,5.8308,95.56,0.6790,955.10,0.5538,1.1702,55.98,30.48,1.0827,28.20,3.0261,10775,19714,3.4316,2.2625,7.2437,1.0190,9.6936,0.8292,40.92,0.6035
14-May-2014,0.9401,72.00,5.8564,96.01,0.6854,966.19,0.5579,1.1748,56.10,30.53,1.0862,28.37,3.0323,10781,19836,3.4525,2.2763,7.2873,1.0252,9.6725,0.8359,41.01,0.6084
15-May-2014,0.9376,71.80,5.8383,95.51,0.6835,961.32,0.5591,1.1732,55.80,30.43,1.0804,28.27,3.0233,10732,19793,3.4433,2.2702,7.2681,1.0190,9.6699,0.8340,40.97,0.6069
16-May-2014,0.9354,71.60,5.8299,94.97,0.6821,958.00,0.5571,1.1712,55.05,30.38,1.0820,28.20,3.0213,10663,19774,3.4353,2.2649,7.2513,1.0171,9.7266,0.8332,40.92,0.6065
19-May-2014,0.9351,71.60,5.8354,94.80,0.6821,955.67,0.5557,1.1693,54.69,30.36,1.0824,28.17,3.0087,10627,19791,3.4342,2.2642,7.2489,1.0153,9.6703,0.8335,40.79,0.6053
20-May-2014,0.9288,71.10,5.7937,94.27,0.6774,952.35,0.5523,1.1619,54.54,30.21,1.0787,27.99,2.9861,10642,19635,3.4110,2.2489,7.2001,1.0104,9.6428,0.8288,40.59,0.6006
21-May-2014,0.9235,70.70,5.7609,93.49,0.6737,948.25,0.5483,1.1571,54.26,30.00,1.0787,27.84,2.9732,10623,19535,3.3916,2.2361,7.1596,1.0074,9.6552,0.8232,40.43,0.5975
22-May-2014,0.9264,71.00,5.7752,94.21,0.6779,948.91,0.5487,1.1593,54.27,30.03,1.0795,27.91,2.9728,10672,19593,3.4022,2.2431,7.1827,1.0110,9.6244,0.8286,40.50,0.5992
23-May-2014,0.9241,70.80,5.7654,93.95,0.6771,946.97,0.5479,1.1573,54.08,30.07,1.0793,27.82,2.9682,10679,19540,3.3938,2.2375,7.1651,1.0070,9.5587,0.8270,40.30,0.5982
26-May-2014,0.9238,70.90,5.7612,94.16,0.6782,945.93,0.5485,1.1578,54.10,30.11,1.0822,27.81,2.9622,10702,19534,3.3927,2.2368,7.1629,1.0035,9.5364,0.8280,40.37,0.5993
27-May-2014,0.9271,71.10,5.7886,94.50,0.6790,948.66,0.5499,1.1633,54.73,30.21,1.0827,27.91,2.9788,10734,19602,3.4048,2.2448,7.1882,1.0053,9.5990,0.8296,40.54,0.6014
28-May-2014,0.9268,71.20,5.8003,94.46,0.6798,946.68,0.5513,1.1631,54.72,30.28,1.0847,27.92,2.9843,10760,19595,3.4037,2.2441,7.1855,1.0052,9.6865,0.8312,40.70,0.6008
29-May-2014,0.9283,71.30,5.8004,94.40,0.6825,947.42,0.5551,1.1649,54.63,30.40,1.0938,27.90,2.9882,10796,19650,3.4092,2.2477,7.1972,1.0080,9.7179,0.8330,40.85,0.6025
30-May-2014,0.9319,71.50,5.8179,94.66,0.6852,950.68,0.5569,1.1692,55.00,30.56,1.0952,27.95,2.9970,10841,19719,3.4224,2.2564,7.2249,1.0098,9.7085,0.8368,40.85,0.6048
02-Jun-2014,0.9260,71.20,5.7848,94.42,0.6791,948.32,0.5529,1.1630,54.75,30.45,1.0928,27.83,2.9854,10904,19590,3.4007,2.2421,7.1797,1.0050,9.8124,0.8292,40.61,0.6012
03-Jun-2014,0.9270,71.30,5.7903,94.83,0.6814,948.46,0.5536,1.1643,54.86,30.31,1.0939,27.83,2.9905,10953,19652,3.4044,2.2446,7.1877,1.0102,9.8835,0.8327,40.60,0.6018
04-Jun-2014,0.9274,71.50,5.8002,95.24,0.6811,948.80,0.5546,1.1665,55.04,30.33,1.1022,27.86,3.0004,11018,19675,3.4059,2.2455,7.1899,1.0139,9.9823,0.8324,40.71,0.6024
05-Jun-2014,0.9278,71.50,5.8019,95.16,0.6822,946.87,0.5539,1.1665,55.03,30.32,1.1002,27.86,2.9996,11022,19679,3.4073,2.2465,7.1931,1.0164,9.9755,0.8321,40.66,0.6025
06-Jun-2014,0.9332,71.70,5.8316,95.50,0.6834,952.39,0.5551,1.1690,55.26,30.39,1.0989,28.01,3.0016,11047,19775,3.4272,2.2596,7.2349,1.0192,9.9772,0.8320,40.77,0.6060
10-Jun-2014,0.9368,71.90,5.8389,95.88,0.6895,953.01,0.5575,1.1717,55.53,30.43,1.1000,28.10,3.0003,11061,19881,3.4404,2.2683,7.2616,1.0209,9.9563,0.8407,40.91,0.6079
11-Jun-2014,0.9385,72.10,5.8447,96.02,0.6929,953.33,0.5602,1.1735,55.67,30.48,1.0973,28.14,3.0098,11074,19913,3.4466,2.2724,7.2754,1.0224,10.0631,0.8441,41.02,0.6104
12-Jun-2014,0.9391,72.10,5.8426,95.85,0.6936,955.62,0.5590,1.1742,55.72,30.50,1.0843,28.17,3.0190,11093,19928,3.4488,2.2738,7.2797,1.0203,10.1057,0.8449,41.15,0.6109
13-Jun-2014,0.9418,72.10,5.8420,96.04,0.6945,958.56,0.5551,1.1757,56.02,30.50,1.0865,28.25,3.0265,11102,19983,3.4588,2.2804,7.3006,1.0226,10.0768,0.8458,41.24,0.6126
16-Jun-2014,0.9412,72.20,5.8489,95.80,0.6948,959.98,0.5535,1.1767,56.44,30.47,1.0823,28.25,3.0335,11123,19970,3.4566,2.2817,7.2958,1.0210,10.1027,0.8462,41.29,0.6114
17-Jun-2014,0.9352,71.80,5.8278,95.37,0.6896,955.59,0.5510,1.1712,56.43,30.35,1.0795,28.06,3.0179,11105,19845,3.4345,2.2672,7.2495,1.0151,10.0691,0.8400,41.11,0.6073
18-Jun-2014,0.9337,71.80,5.8139,95.47,0.6893,954.61,0.5504,1.1704,56.14,30.35,1.0778,28.02,3.0173,11186,19835,3.4290,2.2663,7.2374,1.0148,10.1238,0.8399,41.06,0.6059
19-Jun-2014,0.9401,72.10,5.8564,95.80,0.6918,957.73,0.5533,1.1747,56.47,30.49,1.0795,28.19,3.0281,11206,20071,3.4525,2.2818,7.2866,1.0178,10.0379,0.8430,41.24,0.6103
20-Jun-2014,0.9405,72.10,5.8576,95.84,0.6902,959.87,0.5515,1.1750,56.68,30.53,1.0788,28.21,3.0279,11258,20070,3.4540,2.2828,7.2897,1.0173,10.0812,0.8400,41.16,0.6091
23-Jun-2014,0.9439,72.40,5.8768,96.22,0.6936,961.31,0.5540,1.1783,56.82,30.64,1.0801,28.31,3.0332,11297,20122,3.4665,2.2910,7.3165,1.0130,10.0704,0.8446,41.32,0.6118
24-Jun-2014,0.9422,72.30,5.8697,96.07,0.6930,959.58,0.5536,1.1771,56.66,30.57,1.0805,28.25,3.0287,11305,20102,3.4602,2.2869,7.3037,1.0104,9.9864,0.8434,41.32,0.6108
