source https://www.rba.gov.au/statistics/historical-data.html
Source,WM/Reuters,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,IMF
Publication date,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,28-Nov-2014,29-Dec-2017,30-Nov-2015,29-Dec-2017
Series ID,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSF,FXRPHP,FXRSDR
11-Dec-2014,0.8323,67.00,5.1366,98.37,0.6687,914.32,0.5298,1.0911,51.71,27.32,1.0671,25.96,2.9035,10271,17778,3.0566,2.1396,6.4515,0.9542,,0.8045,37.12,0.5705
12-Dec-2014,0.8274,66.80,5.1257,98.18,0.6674,910.88,0.5262,1.0855,51.65,27.14,1.0608,25.88,2.8918,10295,17682,3.0386,2.1325,6.4147,0.9542,,0.8017,36.89,0.5654
15-Dec-2014,0.8236,66.50,5.0994,97.75,0.6621,907.57,0.5241,1.0810,51.52,27.05,1.0633,25.80,2.8793,10433,17625,3.0247,2.1227,6.3854,0.9522,,0.7952,36.77,0.5627
16-Dec-2014,0.8223,66.30,5.0953,96.60,0.6603,895.16,0.5255,1.0763,52.11,27.13,1.0624,25.71,2.8723,10443,17601,3.0199,2.1193,6.3751,0.9575,,0.7930,36.86,0.5627
17-Dec-2014,0.8158,65.70,5.0523,95.36,0.6531,892.36,0.5188,1.0639,52.04,26.94,1.0540,25.56,2.8471,10383,17448,2.9960,2.1026,6.3256,0.9497,,0.7843,36.49,0.5551
18-Dec-2014,0.8140,65.90,5.0584,96.45,0.6594,898.90,0.5221,1.0684,51.50,26.80,1.0551,25.57,2.8287,10222,17420,2.9894,2.0979,6.3127,0.9471,,0.7919,36.41,0.5556
19-Dec-2014,0.8185,66.30,5.0957,97.55,0.6665,901.99,0.5228,1.0754,51.61,26.88,1.0503,25.76,2.8459,10264,17508,3.0059,2.1095,6.3467,0.9474,,0.8030,36.64,0.5619
22-Dec-2014,0.8161,66.20,5.0801,97.55,0.6667,894.28,0.5216,1.0757,51.56,26.82,1.0532,25.75,2.8457,10156,17448,2.9971,2.1034,6.3290,0.9465,,0.8021,36.41,0.5615
23-Dec-2014,0.8118,65.90,5.0529,97.53,0.6636,895.21,0.5207,1.0726,51.40,26.72,1.0495,25.71,2.8389,10116,17377,2.9813,2.0923,6.2977,0.9430,,0.7984,36.23,0.5588
24-Dec-2014,0.8112,66.00,5.0537,97.65,0.6664,894.71,0.5228,1.0740,51.44,26.69,1.0498,25.83,2.8368,10116,17356,2.9791,2.0961,6.2945,0.9425,,0.8012,36.25,0.5592
29-Dec-2014,0.8137,66.10,5.0628,97.85,0.6671,893.32,0.5222,1.0758,51.79,26.80,1.0464,25.83,2.8451,10100,17413,2.9883,2.1026,6.3144,0.9457,,0.8026,36.40,0.5615
30-Dec-2014,0.8130,66.10,5.0617,97.93,0.6696,893.65,0.5239,1.0767,51.82,26.80,1.0449,25.80,2.8467,10134,17390,2.9857,2.1008,6.3071,0.9467,,0.8056,36.36,0.5612
31-Dec-2014,0.8202,66.50,5.0859,98.04,0.6746,895.49,0.5271,1.0836,51.96,26.97,1.0462,25.91,2.8666,10202,17548,3.0122,2.1276,6.3620,0.9518,,0.8112,36.70,0.5663
02-Jan-2015,0.8127,66.10,5.0450,97.88,0.6743,896.04,0.5227,1.0790,51.48,26.80,1.0489,25.75,2.8538,10163,17382,2.9846,2.1082,6.3029,0.9470,,0.8107,36.37,0.5609
05-Jan-2015,0.8061,65.90,5.0147,97.18,0.6750,894.49,0.5273,1.0772,51.07,26.63,1.0558,25.80,2.8540,10213,17255,2.9604,2.0911,6.2526,0.9520,,0.8113,36.26,0.5564
06-Jan-2015,0.8126,66.30,5.0519,96.89,0.6801,895.69,0.5325,1.0844,51.51,26.75,1.0518,25.99,2.8880,10283,17406,2.9843,2.1134,6.3016,0.9544,,0.8172,36.58,0.5669
07-Jan-2015,0.8074,65.90,5.0143,96.12,0.6799,887.86,0.5333,1.0774,51.20,26.55,1.0415,25.81,2.8735,10278,17319,2.9652,2.0999,6.2613,0.9552,,0.8166,36.36,0.5634
08-Jan-2015,0.8108,66.30,5.0450,97.08,0.6858,890.50,0.5375,1.0849,51.17,26.67,1.0407,25.94,2.8942,10316,17384,2.9777,2.1087,6.2879,0.9591,,0.8238,36.53,0.5672
09-Jan-2015,0.8138,66.40,5.0544,97.13,0.6894,886.88,0.5392,1.0873,50.76,26.73,1.0385,26.00,2.8918,10282,17399,2.9887,2.1165,6.3106,0.9619,,0.8279,36.58,0.5706
12-Jan-2015,0.8244,67.00,5.1112,97.50,0.6955,892.17,0.5437,1.0977,51.24,27.07,1.0501,26.26,2.9299,10363,17609,3.0276,2.1441,6.3923,0.9766,,0.8354,36.98,0.5768
13-Jan-2015,0.8172,66.50,5.0699,96.73,0.6904,882.70,0.5389,1.0912,50.76,26.85,1.0507,26.00,2.9264,10297,17439,3.0012,2.1254,6.3363,0.9775,,0.8293,36.63,0.5720
14-Jan-2015,0.8099,65.90,5.0177,94.98,0.6872,875.18,0.5340,1.0818,50.32,26.55,1.0495,25.75,2.9116,10202,17287,2.9744,2.1064,6.2799,0.9705,,0.8252,36.18,0.5668
15-Jan-2015,0.8204,66.70,5.0839,96.56,0.6968,888.21,0.5385,1.0945,50.75,26.86,1.0616,26.05,2.9329,10352,17511,3.0129,2.1337,6.3617,0.9818,,0.8368,36.65,0.5740
16-Jan-2015,0.8238,66.80,5.1136,95.91,0.7082,887.73,0.5427,1.0905,51.05,26.91,1.0513,26.00,2.9373,10366,17584,3.0254,2.1425,6.3859,0.9861,,0.7176,36.80,0.5771
19-Jan-2015,0.8218,66.80,5.1079,96.24,0.7111,885.49,0.5428,1.0907,50.70,26.77,1.0545,25.89,2.9281,10356,17545,3.0181,2.1429,6.3707,0.9834,,0.7136,36.71,0.5777
20-Jan-2015,0.8175,66.60,5.0828,96.66,0.7061,888.10,0.5425,1.0941,50.53,26.75,1.0583,25.83,2.9385,10325,17458,3.0023,2.1317,6.3378,0.9789,,0.7191,36.52,0.5747
21-Jan-2015,0.8212,66.90,5.1045,96.77,0.7100,889.69,0.5418,1.0978,50.61,26.84,1.0719,25.91,2.9740,10294,17541,3.0159,2.1413,6.3668,0.9926,,0.7169,36.59,0.5783
22-Jan-2015,0.8071,65.80,5.0131,95.33,0.6958,876.35,0.5333,1.0768,49.71,26.34,1.0710,25.38,2.9120,10065,17248,2.9641,2.1046,6.2574,0.9980,,0.6959,35.84,0.5682
23-Jan-2015,0.7987,65.30,4.9723,94.73,0.7041,866.15,0.5328,1.0693,49.07,26.04,1.0659,25.01,2.8753,9957,17052,2.9332,2.0827,6.1918,0.9901,,0.6965,35.25,0.5612
27-Jan-2015,0.7941,65.10,4.9646,93.95,0.7061,858.74,0.5260,1.0672,48.76,25.86,1.0686,24.83,2.8647,9910,16950,2.9163,2.0761,6.1562,0.9913,,0.7164,35.06,0.5656
28-Jan-2015,0.7991,65.50,4.9919,94.37,0.7048,866.98,0.5269,1.0809,49.11,26.08,1.0730,24.96,2.8943,9995,17065,2.9347,2.0892,6.1949,0.9938,,0.7227,35.30,0.5680
29-Jan-2015,0.7869,64.60,4.9177,92.77,0.6982,860.51,0.5198,1.0655,48.39,25.66,1.0743,24.76,2.8604,9856,16800,2.8899,2.0626,6.0998,0.9858,,0.7170,34.75,0.5574
30-Jan-2015,0.7781,63.90,4.8638,91.83,0.6869,852.88,0.5162,1.0514,48.09,25.46,1.0687,24.53,2.8194,9812,16597,2.8576,2.0396,6.0318,0.9824,,0.7172,34.30,0.5523
02-Feb-2015,0.7769,63.90,4.8629,91.45,0.6869,855.06,0.5150,1.0521,48.04,25.36,1.0697,24.62,2.8194,9869,16583,2.8532,2.0364,6.0241,0.9892,,0.7188,34.35,0.5511
03-Feb-2015,0.7659,62.90,4.7922,89.65,0.6758,842.68,0.5100,1.0357,47.28,24.91,1.0627,24.19,2.7795,9673,16344,2.8128,2.0076,5.9392,0.9670,,0.7095,33.76,0.5436
04-Feb-2015,0.7820,63.90,4.8861,92.07,0.6816,849.56,0.5156,1.0508,48.19,25.47,1.0539,24.55,2.7769,9853,16676,2.8719,2.0498,6.0638,0.9701,,0.7237,34.44,0.5547
05-Feb-2015,0.7769,63.60,4.8584,91.13,0.6842,846.90,0.5110,1.0473,48.06,25.33,1.0530,24.43,2.7728,9824,16593,2.8532,2.0364,6.0235,0.9752,,0.7172,34.28,0.5485
06-Feb-2015,0.7830,64.00,4.8865,91.92,0.6827,853.04,0.5107,1.0529,48.37,25.50,1.0541,24.60,2.7800,9881,16694,2.8756,2.0578,6.0701,0.9739,,0.7228,34.59,0.5531
09-Feb-2015,0.7761,63.70,4.8505,92.22,0.6847,851.34,0.5087,1.0499,48.19,25.32,1.0533,24.51,2.7629,9816,16560,2.8502,2.0397,6.0173,0.9710,,0.7177,34.37,0.5476
10-Feb-2015,0.7826,64.20,4.8867,92.74,0.6906,853.58,0.5136,1.0589,48.51,25.51,1.0533,24.63,2.8017,9896,16685,2.8741,2.0568,6.0679,0.9750,,0.7224,34.71,0.5553
11-Feb-2015,0.7769,63.90,4.8500,92.93,0.6864,851.65,0.5096,1.0540,48.30,25.36,1.0475,24.50,2.7953,9869,16575,2.8532,2.0418,6.0241,0.9775,,0.7205,34.46,0.5519
12-Feb-2015,0.7648,63.10,4.7776,92.00,0.6761,848.78,0.5024,1.0421,47.72,25.02,1.0430,24.16,2.7743,9809,16321,2.8087,2.0153,5.9306,0.9670,,0.7109,33.97,0.5429
13-Feb-2015,0.7783,63.80,4.8577,92.27,0.6809,853.16,0.5049,1.0543,48.38,25.37,1.0440,24.39,2.7836,9933,16601,2.8583,2.0509,6.0353,0.9722,,0.7223,34.44,0.5516
16-Feb-2015,0.7791,63.80,4.8663,92.28,0.6825,858.14,0.5048,1.0551,48.41,25.40,1.0374,24.46,2.7845,9926,16618,2.8612,2.0530,6.0426,0.9683,,0.7241,34.48,0.5504
17-Feb-2015,0.7799,64.00,4.8775,92.44,0.6866,858.94,0.5072,1.0571,48.48,25.41,1.0368,24.57,2.8018,9949,16635,2.8642,2.0551,6.0500,0.9708,,0.7270,34.53,0.5510
18-Feb-2015,0.7827,64.30,4.8956,93.15,0.6863,862.68,0.5097,1.0631,48.72,25.48,1.0375,24.73,2.8118,10025,16695,2.8745,2.0679,6.0717,0.9707,,0.7323,34.62,0.5525
19-Feb-2015,0.7794,64.00,4.8750,92.48,0.6828,859.04,0.5046,1.0585,48.59,25.38,1.0314,24.63,2.8214,10010,16625,2.8623,2.0592,6.0469,0.9704,,0.7338,34.39,0.5513
20-Feb-2015,0.7810,64.20,4.8850,92.89,0.6873,860.80,0.5062,1.0617,48.61,25.43,1.0366,24.68,2.8272,10037,16659,2.8682,2.0634,6.0581,0.9750,,0.7416,34.53,0.5519
23-Feb-2015,0.7834,64.40,4.9000,93.14,0.6882,869.50,0.5093,1.0654,48.73,25.52,1.0415,24.76,2.8500,10038,16710,2.8770,2.0697,6.0767,0.9837,,0.7390,34.67,0.5550
24-Feb-2015,0.7773,63.90,4.8619,92.56,0.6855,861.87,0.5033,1.0574,48.40,25.32,1.0399,24.55,2.8197,10004,16603,2.8546,2.0536,6.0292,0.9789,,0.7383,34.45,0.5510
25-Feb-2015,0.7886,64.80,4.9358,93.61,0.6949,866.91,0.5096,1.0701,48.94,25.67,1.0453,24.83,2.8579,10164,16848,2.8961,2.0835,6.1156,0.9824,,0.7497,34.83,0.5586
26-Feb-2015,0.7857,64.50,4.9182,93.45,0.6909,862.86,0.5053,1.0636,48.69,25.48,1.0375,24.71,2.8269,10110,16790,2.8855,2.0758,6.0932,0.9765,,0.7459,34.65,0.5558
27-Feb-2015,0.7792,64.10,4.8852,92.83,0.6950,856.38,0.5047,1.0574,48.17,25.22,1.0330,24.51,2.8149,10027,16640,2.8616,2.0587,6.0432,0.9732,,0.7416,34.35,0.5510
02-Mar-2015,0.7768,64.00,4.8729,93.12,0.6949,855.37,0.5044,1.0597,48.02,25.15,1.0322,24.41,2.8190,10083,16587,2.8528,2.0523,6.0246,0.9715,,0.7419,34.29,0.5519
03-Mar-2015,0.7826,64.50,4.9096,93.67,0.6989,858.47,0.5088,1.0668,48.46,25.32,1.0374,24.55,2.8346,10135,16712,2.8741,2.0676,6.0691,0.9792,,0.7482,34.50,0.5563
04-Mar-2015,0.7812,64.40,4.8993,93.56,0.6994,857.45,0.5089,1.0655,48.30,25.28,1.0346,24.51,2.8408,10131,16685,2.8690,2.0639,6.0585,0.9770,,0.7517,34.43,0.5566
05-Mar-2015,0.7820,64.60,4.9008,93.75,0.7071,860.55,0.5129,1.0705,48.67,25.35,1.0354,24.59,2.8590,10184,16702,2.8719,2.0661,6.0651,0.9730,,0.7546,34.53,0.5577
06-Mar-2015,0.7805,64.50,4.8896,93.66,0.7079,857.11,0.5118,1.0683,48.52,25.30,1.0416,24.52,2.8484,10127,16679,2.8664,2.0675,6.0536,0.9738,,0.7594,34.44,0.5586
09-Mar-2015,0.7694,64.00,4.8204,93.07,0.7097,854.11,0.5107,1.0628,48.22,25.05,1.0492,24.28,2.8360,10048,16434,2.8256,2.0381,5.9704,0.9703,,0.7586,34.06,0.5527
10-Mar-2015,0.7646,63.70,4.7886,93.04,0.7082,856.96,0.5070,1.0594,48.00,24.96,1.0471,24.13,2.8248,9992,16332,2.8080,2.0254,5.9324,0.9664,,0.7573,33.86,0.5513
11-Mar-2015,0.7604,63.50,4.7616,92.34,0.7121,857.24,0.5045,1.0551,47.76,24.87,1.0494,24.07,2.8226,10064,16242,2.7926,2.0143,5.9012,0.9653,,0.7597,33.72,0.5508
12-Mar-2015,0.7604,63.60,4.7627,92.38,0.7233,857.66,0.5092,1.0536,47.60,24.99,1.0394,24.08,2.8063,10041,16246,2.7926,2.0143,5.9046,0.9694,,0.7692,33.69,0.5530
13-Mar-2015,0.7671,64.10,4.8015,93.19,0.7233,865.25,0.5161,1.0635,48.03,25.20,1.0411,24.24,2.8356,10122,16389,2.8172,2.0321,5.9560,0.9761,,0.7712,33.97,0.5574
16-Mar-2015,0.7642,64.00,4.7850,92.70,0.7272,866.56,0.5180,1.0644,48.08,25.13,1.0385,24.19,2.8340,10116,16369,2.8065,2.0244,5.9340,0.9786,,0.7694,33.94,0.5574
17-Mar-2015,0.7635,63.80,4.7755,92.67,0.7225,861.65,0.5149,1.0604,47.86,25.13,1.0346,24.13,2.8223,10082,16377,2.8040,2.0225,5.9273,0.9761,,0.7697,33.91,0.5577
18-Mar-2015,0.7621,63.60,4.7541,92.47,0.7189,857.67,0.5163,1.0584,47.77,25.07,1.0427,24.04,2.8217,10033,16362,2.7988,2.0242,5.9121,0.9746,,0.7664,34.08,0.5553
19-Mar-2015,0.7732,64.10,4.7906,93.20,0.7183,863.78,0.5195,1.0681,48.27,25.31,1.0359,24.31,2.8446,10067,16601,2.8396,2.0537,5.9979,0.9754,,0.7673,34.56,0.5641
20-Mar-2015,0.7678,63.80,4.7518,92.67,0.7189,861.05,0.5201,1.0656,48.02,25.10,1.0327,24.15,2.8597,10054,16496,2.8197,2.0393,5.9565,0.9740,,0.7597,34.43,0.5571
23-Mar-2015,0.7822,64.70,4.8539,93.78,0.7231,872.47,0.5235,1.0767,48.73,25.45,1.0242,24.55,2.8824,10196,16809,2.8726,2.0776,6.0667,0.9826,,0.7649,35.07,0.5680
24-Mar-2015,0.7861,64.90,4.8825,94.10,0.7199,869.78,0.5261,1.0756,48.90,25.60,1.0269,24.65,2.8838,10188,16933,2.8870,2.0879,6.0959,0.9847,,0.7609,35.16,0.5666
25-Mar-2015,0.7873,65.00,4.8901,94.19,0.7208,866.86,0.5299,1.0765,49.04,25.62,1.0310,24.61,2.8823,10188,16939,2.8914,2.0911,6.1054,0.9847,,0.7555,35.26,0.5658
26-Mar-2015,0.7817,64.50,4.8585,93.03,0.7113,863.90,0.5249,1.0705,48.97,25.47,1.0300,24.47,2.8739,10174,16799,2.8708,2.0873,6.0616,0.9756,,0.7497,35.04,0.5617
27-Mar-2015,0.7804,64.50,4.8521,92.99,0.7167,861.02,0.5252,1.0681,48.88,25.43,1.0296,24.37,2.8613,10184,16794,2.8660,2.0838,6.0507,0.9757,,0.7523,34.97,0.5603
30-Mar-2015,0.7716,63.80,4.7936,92.01,0.7105,853.23,0.5196,1.0609,48.30,25.15,1.0239,24.13,2.8646,10077,16623,2.8337,2.0659,5.9831,0.9741,,0.7428,34.57,0.5566
31-Mar-2015,0.7634,63.30,4.7346,91.72,0.7070,847.83,0.5164,1.0501,47.83,24.83,1.0195,23.90,2.8345,9993,16444,2.8036,2.0439,5.9198,0.9694,,0.7400,34.14,0.5518
01-Apr-2015,0.7639,63.20,4.7330,91.50,0.7082,842.16,0.5140,1.0437,47.74,24.83,1.0230,23.89,2.8134,9942,16477,2.8054,2.0452,5.9242,0.9660,,0.7406,34.09,0.5538
02-Apr-2015,0.7592,62.70,4.7056,90.82,0.7047,832.54,0.5118,1.0342,47.45,24.64,1.0162,23.68,2.7935,9864,16384,2.7882,2.0327,5.8862,0.9567,,0.7327,33.80,0.5503
07-Apr-2015,0.7703,63.40,4.7691,92.08,0.7039,838.36,0.5165,1.0431,47.99,25.03,1.0208,23.84,2.7970,9999,16631,2.8289,2.0624,5.9716,0.9597,,0.7366,34.29,0.5528
08-Apr-2015,0.7674,63.30,4.7625,91.97,0.7072,837.16,0.5172,1.0420,47.82,24.96,1.0172,23.84,2.7903,9963,16584,2.8183,2.0546,5.9486,0.9575,,0.7395,34.23,0.5539
09-Apr-2015,0.7688,63.50,4.7703,92.49,0.7146,840.03,0.5173,1.0425,47.84,25.02,1.0179,23.93,2.7900,9933,16614,2.8234,2.0639,5.9584,0.9662,,0.7447,34.19,0.5543
10-Apr-2015,0.7688,63.60,4.7730,92.64,0.7203,840.07,0.5226,1.0455,47.94,25.02,1.0155,23.95,2.8046,9921,16614,2.8234,2.0639,5.9583,0.9681,,0.7505,34.20,0.5568
13-Apr-2015,0.7596,63.10,4.7208,91.46,0.7171,834.38,0.5209,1.0400,47.39,24.77,1.0180,23.77,2.8136,9841,16407,2.7896,2.0392,5.8870,0.9584,,0.7445,33.89,0.5542
14-Apr-2015,0.7590,63.00,4.7164,90.90,0.7202,830.42,0.5177,1.0348,47.44,24.67,1.0174,23.72,2.8113,9856,16402,2.7874,2.0376,5.8824,0.9550,,0.7429,33.90,0.5550
15-Apr-2015,0.7595,62.90,4.7131,90.87,0.7142,833.06,0.5146,1.0355,47.42,24.65,1.0078,23.75,2.8227,9851,16405,2.7893,2.0389,5.8864,0.9485,,0.7396,33.86,0.5540
16-Apr-2015,0.7743,63.90,4.7990,92.42,0.7251,843.02,0.5222,1.0496,48.30,25.10,1.0200,24.13,2.8390,9956,16725,2.8436,2.0787,6.0017,0.9518,,0.7470,34.39,0.5641
17-Apr-2015,0.7791,64.10,4.8250,92.71,0.7237,844.35,0.5217,1.0495,48.58,25.24,1.0158,24.22,2.8324,10024,16831,2.8612,2.0915,6.0390,0.9501,,0.7456,34.55,0.5645
20-Apr-2015,0.7817,64.20,4.8480,92.74,0.7252,843.69,0.5226,1.0500,48.90,25.33,1.0130,24.25,2.8243,10067,16878,2.8708,2.0985,6.0583,0.9534,,0.7454,34.60,0.5638
21-Apr-2015,0.7696,63.50,4.7731,91.92,0.7179,833.67,0.5170,1.0402,48.42,24.95,1.0064,23.93,2.8067,9970,16612,2.8264,2.0660,5.9645,0.9439,,0.7371,34.08,0.5573
22-Apr-2015,0.7766,63.90,4.8120,92.86,0.7232,838.38,0.5199,1.0465,48.72,25.12,1.0100,24.11,2.8051,10013,16767,2.8521,2.0904,6.0189,0.9517,,0.7413,34.33,0.5634
23-Apr-2015,0.7748,63.90,4.8016,92.87,0.7236,838.57,0.5155,1.0437,48.95,25.12,1.0232,24.07,2.8114,10026,16724,2.8455,2.0856,6.0048,0.9487,,0.7514,34.29,0.5599
24-Apr-2015,0.7778,64.00,4.8199,92.95,0.7195,839.71,0.5167,1.0417,49.34,25.26,1.0286,24.06,2.7888,10064,16800,2.8565,2.0937,6.0280,0.9449,,0.7440,34.41,0.5629
27-Apr-2015,0.7827,64.20,4.8537,93.10,0.7198,839.88,0.5155,1.0420,49.77,25.51,1.0256,23.92,2.7872,10138,16906,2.8745,2.1069,6.0662,0.9515,,0.7460,34.63,0.5646
28-Apr-2015,0.7879,64.60,4.8906,93.83,0.7240,843.09,0.5170,1.0462,49.88,25.69,1.0324,24.06,2.7974,10232,17011,2.8936,2.1209,6.1065,0.9532,,0.7520,34.87,0.5676
29-Apr-2015,0.7993,65.40,4.9600,94.98,0.7288,854.17,0.5210,1.0554,50.50,26.11,1.0378,24.38,2.8447,10367,17257,2.9354,2.1515,6.1948,0.9616,,0.7646,35.38,0.5733
30-Apr-2015,0.7981,65.30,4.9518,94.66,0.7198,855.72,0.5178,1.0569,50.72,26.23,1.0503,24.43,2.8492,10331,17231,2.9310,2.1483,6.1856,0.9604,,0.7509,35.59,0.5713
01-May-2015,0.7903,64.70,4.9024,94.63,0.7044,847.43,0.5148,1.0456,50.12,26.10,1.0403,24.21,2.8154,10245,17063,2.9024,2.1273,6.1255,0.9553,,0.7373,35.24,0.5619
04-May-2015,0.7835,64.30,4.8644,94.05,0.6993,845.40,0.5171,1.0429,49.69,26.06,1.0391,24.04,2.7912,10193,16939,2.8774,2.1147,6.0746,0.9530,,0.7312,34.97,0.5568
05-May-2015,0.7894,64.90,4.9004,94.78,0.7092,851.75,0.5219,1.0548,50.12,26.32,1.0485,24.23,2.8458,10282,17083,2.8991,2.1306,6.1192,0.9566,,0.7385,35.24,0.5639
06-May-2015,0.7957,65.30,4.9344,95.37,0.7085,859.52,0.5233,1.0571,50.60,26.48,1.0646,24.38,2.8434,10368,17237,2.9222,2.1476,6.1681,0.9583,,0.7365,35.42,0.5688
07-May-2015,0.7983,65.50,4.9523,95.37,0.7030,869.95,0.5235,1.0593,51.03,26.66,1.0631,24.51,2.8651,10454,17319,2.9318,2.1547,6.1883,0.9615,,0.7306,35.64,0.5682
08-May-2015,0.7901,64.90,4.9053,94.79,0.7051,859.94,0.5109,1.0517,50.61,26.49,1.0611,24.26,2.8452,10382,17124,2.9016,2.1383,6.1260,0.9575,,0.7292,35.31,0.5602
11-May-2015,0.7885,64.90,4.8958,94.59,0.7074,860.58,0.5116,1.0532,50.36,26.49,1.0681,24.22,2.8440,10349,17099,2.8958,2.1340,6.1136,0.9564,,0.7365,35.18,0.5607
12-May-2015,0.7927,65.30,4.9221,95.28,0.7093,868.60,0.5090,1.0614,50.91,26.79,1.0769,24.37,2.8723,10464,17210,2.9112,2.1453,6.1449,0.9586,,0.7398,35.54,0.5644
13-May-2015,0.7967,65.50,4.9447,95.54,0.7092,876.13,0.5082,1.0641,51.13,26.85,1.0784,24.43,2.8749,10504,17300,2.9259,2.1562,6.1769,0.9579,,0.7395,35.68,0.5647
14-May-2015,0.8122,66.40,5.0369,96.74,0.7138,885.66,0.5155,1.0715,51.86,27.10,1.0780,24.81,2.9008,10671,17649,2.9828,2.2041,6.2963,0.9686,,0.7430,36.20,0.5761
15-May-2015,0.8043,65.80,4.9906,96.11,0.7066,873.19,0.5101,1.0642,51.13,27.03,1.0790,24.47,2.8714,10520,17518,2.9538,2.1826,6.2342,0.9655,,0.7355,35.79,0.5662
18-May-2015,0.8015,65.60,4.9724,95.92,0.7007,870.03,0.5097,1.0602,50.93,26.85,1.0780,24.39,2.8622,10507,17457,2.9435,2.1750,6.2127,0.9638,,0.7353,35.63,0.5660
19-May-2015,0.8001,65.60,4.9638,95.96,0.7070,870.67,0.5108,1.0621,50.94,26.70,1.0751,24.36,2.8668,10535,17446,2.9384,2.1712,6.2020,0.9708,,0.7410,35.61,0.5642
20-May-2015,0.7915,65.30,4.9109,95.77,0.7131,867.44,0.5108,1.0594,50.47,26.60,1.0763,24.12,2.8577,10424,17267,2.9068,2.1479,6.1361,0.9686,,0.7424,35.29,0.5624
21-May-2015,0.7901,65.10,4.9000,95.64,0.7107,864.39,0.5084,1.0561,50.36,26.44,1.0772,24.07,2.8471,10398,17228,2.9016,2.1441,6.1254,0.9634,,0.7385,35.18,0.5637
22-May-2015,0.7923,65.10,4.9094,95.73,0.7108,863.69,0.5053,1.0538,50.37,26.46,1.0731,24.07,2.8416,10412,17280,2.9097,2.1559,6.1418,0.9653,,0.7406,35.28,0.5633
25-May-2015,N/A,64.60,4.8503,95.14,0.7120,852.68,0.5054,1.0489,49.78,26.24,1.0709,23.85,2.8222,10312,17075,2.8726,2.1284,6.0631,0.9611,,0.7368,34.90,0.5560
26-May-2015,0.7830,64.80,4.8584,95.44,0.7162,862.08,0.5068,1.0549,49.96,26.36,1.0704,23.93,2.8349,10331,17085,2.8756,2.1306,6.0701,0.9638,,0.7420,35.00,0.5566
27-May-2015,0.7756,64.40,4.8120,95.32,0.7111,857.43,0.5027,1.0462,49.68,26.18,1.0683,23.77,2.8224,10257,16912,2.8484,2.1105,6.0129,0.9630,,0.7367,34.71,0.5575
28-May-2015,0.7705,64.00,4.7758,95.39,0.7057,852.10,0.5014,1.0394,49.24,26.01,1.0616,23.60,2.8054,10186,16805,2.8297,2.0966,5.9743,0.9593,,0.7304,34.40,0.5547
29-May-2015,0.7663,63.70,4.7521,94.93,0.6998,849.25,0.4998,1.0333,48.86,25.84,1.0723,23.49,2.7997,10127,16713,2.8142,2.0852,5.9409,0.9520,,0.7229,34.15,0.5514
01-Jun-2015,0.7650,63.60,4.7412,95.01,0.6982,849.38,0.5001,1.0330,48.66,25.74,1.0767,23.52,2.8068,10114,16685,2.8095,2.0816,5.9314,0.9531,,0.7215,34.08,0.5502
02-Jun-2015,0.7684,64.00,4.7627,95.77,0.7028,854.73,0.5052,1.0410,49.06,25.96,1.0791,23.71,2.8400,10161,16759,2.8219,2.0909,5.9596,0.9609,,0.7262,34.29,0.5535
03-Jun-2015,0.7799,64.60,4.8330,96.60,0.6978,861.48,0.5073,1.0495,49.80,26.24,1.0864,24.02,2.8650,10299,17010,2.8642,2.1222,6.0480,0.9665,,0.7273,34.82,0.5602
04-Jun-2015,0.7725,64.10,4.7905,96.03,0.6856,860.33,0.5039,1.0404,49.56,26.10,1.0828,23.85,2.8625,10231,16848,2.8370,2.1020,5.9895,0.9628,,0.7215,34.60,0.5529
05-Jun-2015,0.7699,63.90,4.7791,95.84,0.6861,855.47,0.5013,1.0378,49.21,25.98,1.0780,23.77,2.8594,10234,16792,2.8275,2.0950,5.9685,0.9615,,0.7187,34.58,0.5463
09-Jun-2015,0.7692,63.90,4.7725,95.60,0.6783,860.66,0.5005,1.0403,49.18,25.95,1.0805,23.95,2.8922,10256,16776,2.8249,2.0931,5.9629,0.9524,,0.7118,34.67,0.5508
10-Jun-2015,0.7734,64.00,4.7987,94.96,0.6839,857.00,0.5012,1.0407,49.39,26.02,1.0781,23.96,2.8898,10290,16860,2.8403,2.1102,5.9955,0.9518,,0.7186,34.83,0.5510
11-Jun-2015,0.7762,64.40,4.8178,95.62,0.6867,860.57,0.5011,1.0440,49.57,26.14,1.1073,23.98,2.8991,10323,16923,2.8506,2.1179,6.0175,0.9530,,0.7230,34.94,0.5514
